"PROLIFIC_PID","exp_cond","quiz","quiz_correct","Duration..in.seconds.","clarity","age","Nationality","Gender","xi","prob_heads","hnum","common_flips","hnum_priv","private_flips","xi_shared","xi_private","imputed_omega"
"5fb336fa667785a60259d41b","crowd5CG","3",1,"388","1",21,"United States",0,45,0.42,4,"TTTHHHTTHT",3,"THTHTTTHTT",40,30,0
"5fb336fa667785a60259d41b","crowd5CG","3",1,"388","1",21,"United States",0,5,0.26,1,"TTTTTTTTTH",0,"TTTTTTTTTT",10,0,0.5
"5fb336fa667785a60259d41b","crowd5CG","3",1,"388","1",21,"United States",0,45,0.32,5,"THHTHTTTHH",4,"HTTHTHTTHT",50,40,0.5
"5fb336fa667785a60259d41b","crowd5CG","3",1,"388","1",21,"United States",0,35,0.46,3,"TTTTHTTHTH",3,"TTHHTTTHTT",30,30,NA
"5fb336fa667785a60259d41b","crowd5CG","3",1,"388","1",21,"United States",0,55,0.53,6,"THHHHTHTTH",5,"TTHTHTTHHH",60,50,0.5
"5fb336fa667785a60259d41b","crowd5CG","3",1,"388","1",21,"United States",0,42,0.32,4,"HHTTHTTHTT",4,"HTTTHHHTTT",40,40,NA
"5fb336fa667785a60259d41b","crowd5CG","3",1,"388","1",21,"United States",0,60,0.61,4,"THTHTTHTHT",9,"HHHTHHHHHH",40,90,0.4
"5fb5f0066bcc921f060ec6b6","crowd5CG","3",1,"472","1",25,"United States",0,80,0.48,8,"HHHTHHTHHH",8,"THTHHHHHHH",80,80,NA
"5fb5f0066bcc921f060ec6b6","crowd5CG","3",1,"472","1",25,"United States",0,75,0.64,5,"THHHTHTTTH",6,"HTTTTHHHHH",50,60,1
"5fb5f0066bcc921f060ec6b6","crowd5CG","3",1,"472","1",25,"United States",0,75,0.69,5,"THTHHTHTTH",6,"HTTHHHHTTH",50,60,1
"5fb5f0066bcc921f060ec6b6","crowd5CG","3",1,"472","1",25,"United States",0,0,0.46,9,"THHHHHHHHH",4,"TTTHHTHHTT",90,40,1
"5fb5f0066bcc921f060ec6b6","crowd5CG","3",1,"472","1",25,"United States",0,100,0.72,6,"TTHTHTHHHH",8,"HTHHHTHHHH",60,80,1
"5fb5f0066bcc921f060ec6b6","crowd5CG","3",1,"472","1",25,"United States",0,80,0.68,8,"HTHTHHHHHH",8,"HHHHHHHTTH",80,80,NA
"5fb5f0066bcc921f060ec6b6","crowd5CG","3",1,"472","1",25,"United States",0,100,0.56,4,"TTTHHTTTHH",8,"HTHTHHHHHH",40,80,1
"5fb5f0066bcc921f060ec6b6","crowd5CG","3",1,"472","1",25,"United States",0,30,0.39,3,"TTHHTTTTTH",3,"TTTTTHHTHT",30,30,NA
"5fb5f0066bcc921f060ec6b6","crowd5CG","3",1,"472","1",25,"United States",0,30,0.37,3,"HTTTTTTTHH",3,"THTTTHHTTT",30,30,NA
"5fb5f0066bcc921f060ec6b6","crowd5CG","3",1,"472","1",25,"United States",0,20,0.74,7,"HHTTHHHTHH",5,"TTHHHHHTTT",70,50,1
"5fb6098d25cdf2228ccd584e","crowd30CG","3",1,"237","1",21,"United States",1,30,0.52,7,"HHTHHHHTTH",5,"TTHHHTTTHH",70,50,1
"5fb6098d25cdf2228ccd584e","crowd30CG","3",1,"237","1",21,"United States",1,35,0.26,2,"TTTHHTTTTT",3,"TTTHTTTHTH",20,30,1
"5fb6098d25cdf2228ccd584e","crowd30CG","3",1,"237","1",21,"United States",1,70,0.47,4,"TTHTHHTHTT",6,"HHHHTTHTHT",40,60,1
"5fb6098d25cdf2228ccd584e","crowd30CG","3",1,"237","1",21,"United States",1,75,0.68,5,"HTHHTTHTHT",7,"HTHTHTHHHH",50,70,1
"5fb6098d25cdf2228ccd584e","crowd30CG","3",1,"237","1",21,"United States",1,50,0.47,5,"THTHTHHTTH",5,"HHTTHHTTTH",50,50,NA
"5fb6098d25cdf2228ccd584e","crowd30CG","3",1,"237","1",21,"United States",1,20,0.47,5,"HHTTTHTHHT",3,"THTHTTTTTH",50,30,1
"5fb6098d25cdf2228ccd584e","crowd30CG","3",1,"237","1",21,"United States",1,43,0.6,6,"HHTHTHHTHT",5,"THHHHTTTTH",60,50,1
"5fb6098d25cdf2228ccd584e","crowd30CG","3",1,"237","1",21,"United States",1,85,0.52,6,"HTHTTTHHHH",8,"HHHHTHHHHT",60,80,1
"5fb6098d25cdf2228ccd584e","crowd30CG","3",1,"237","1",21,"United States",1,95,0.44,5,"HTHHTHTHTT",8,"THHHHHHHHT",50,80,1
"5fb6098d25cdf2228ccd584e","crowd30CG","3",1,"237","1",21,"United States",1,5,0.28,3,"HTTTTTTHTH",1,"HTTTTTTTTT",30,10,1
"5fb622c32d9aa826f3524f02","crowd10CG","3",1,"330","1",19,"United States",0,70,0.48,8,"HHHTHHTHHH",6,"TTHHHTTHHH",80,60,0.5
"5fb622c32d9aa826f3524f02","crowd10CG","3",1,"330","1",19,"United States",0,70,0.69,5,"THTHHTHTTH",7,"HHTTHHHHTH",50,70,1
"5fb622c32d9aa826f3524f02","crowd10CG","3",1,"330","1",19,"United States",0,75,0.68,8,"HTHTHHHHHH",7,"THHHTTHHHH",80,70,0.5
"5fb622c32d9aa826f3524f02","crowd10CG","3",1,"330","1",19,"United States",0,40,0.39,3,"TTHHTTTTTH",4,"TTHHTHTTHT",30,40,1
"5fb622c32d9aa826f3524f02","crowd10CG","3",1,"330","1",19,"United States",0,90,0.64,5,"THHHTHTTTH",7,"HTTHTHHHHH",50,70,1
"5fb622c32d9aa826f3524f02","crowd10CG","3",1,"330","1",19,"United States",0,30,0.37,3,"HTTTTTTTHH",3,"THTTTHTTHT",30,30,NA
"5fb622c32d9aa826f3524f02","crowd10CG","3",1,"330","1",19,"United States",0,65,0.74,7,"HHTTHHHTHH",6,"HHHTTHHTHT",70,60,0.5
"5fb622c32d9aa826f3524f02","crowd10CG","3",1,"330","1",19,"United States",0,60,0.56,4,"TTTHHTTTHH",6,"TTTHHHTHHH",40,60,1
"5fb622c32d9aa826f3524f02","crowd10CG","3",1,"330","1",19,"United States",0,10,0.46,9,"THHHHHHHHH",3,"HHTHTTTTTT",90,30,1
"5fb622c32d9aa826f3524f02","crowd10CG","3",1,"330","1",19,"United States",0,80,0.72,6,"TTHTHTHHHH",7,"HHHTHTTHHH",60,70,1
"5fba6d9a578cc1a108ca774b","crowd10CG","3",1,"523","1",44,"United States",1,45,0.32,4,"HHTTHTTHTT",7,"HHHTHTTHHH",40,70,0.166666666666667
"5fba6d9a578cc1a108ca774b","crowd10CG","3",1,"523","1",44,"United States",1,40,0.42,4,"TTTHHHTTHT",4,"HHTTTTTTHH",40,40,NA
"5fba6d9a578cc1a108ca774b","crowd10CG","3",1,"523","1",44,"United States",1,58,0.53,6,"THHHHTHTTH",7,"HTHHHHHHTT",60,70,0
"5fba6d9a578cc1a108ca774b","crowd10CG","3",1,"523","1",44,"United States",1,45,0.61,4,"THTHTTHTHT",6,"THTHTHHHTH",40,60,0.25
"5fba6d9a578cc1a108ca774b","crowd10CG","3",1,"523","1",44,"United States",1,49,0.32,5,"THHTHTTTHH",3,"TTTTHTTTHH",50,30,0.05
"5fba6d9a578cc1a108ca774b","crowd10CG","3",1,"523","1",44,"United States",1,31,0.46,3,"TTTTHTTHTH",4,"THHTTTHHTT",30,40,0.1
"5fba6d9a578cc1a108ca774b","crowd10CG","3",1,"523","1",44,"United States",1,58,0.61,6,"TTHHHHHHTT",8,"HHHHHHTHTH",60,80,0
"5fba6d9a578cc1a108ca774b","crowd10CG","3",1,"523","1",44,"United States",1,53,0.62,5,"THTHTTHTHH",6,"HHTTHTHTHH",50,60,0.3
"5fba6d9a578cc1a108ca774b","crowd10CG","3",1,"523","1",44,"United States",1,12,0.26,1,"TTTTTTTTTH",3,"THTTHTTTHT",10,30,0.1
"5fba6d9a578cc1a108ca774b","crowd10CG","3",1,"523","1",44,"United States",1,10,0.39,1,"TTTTHTTTTT",1,"TTTTTHTTTT",10,10,NA
"5fbab93e8f01f4afe6a9001b","crowd5CG","2",0,"176","2",21,"United States",0,65,0.72,6,"TTHTHTHHHH",7,"HHTHTHHTHH",60,70,0.5
"5fbab93e8f01f4afe6a9001b","crowd5CG","2",0,"176","2",21,"United States",0,70,0.68,8,"HTHTHHHHHH",4,"HTTTTTTHHH",80,40,0.25
"5fbab93e8f01f4afe6a9001b","crowd5CG","2",0,"176","2",21,"United States",0,65,0.69,5,"THTHHTHTTH",7,"HHHTHHTTHH",50,70,0.75
"5fbab93e8f01f4afe6a9001b","crowd5CG","2",0,"176","2",21,"United States",0,85,0.46,9,"THHHHHHHHH",6,"HHHTTHTHTH",90,60,0.166666666666667
"5fbab93e8f01f4afe6a9001b","crowd5CG","2",0,"176","2",21,"United States",0,80,0.48,8,"HHHTHHTHHH",5,"THHTTHHHTT",80,50,0
"5fbab93e8f01f4afe6a9001b","crowd5CG","2",0,"176","2",21,"United States",0,50,0.74,7,"HHTTHHHTHH",3,"TTTTHHTTHT",70,30,0.5
"5fbab93e8f01f4afe6a9001b","crowd5CG","2",0,"176","2",21,"United States",0,65,0.56,4,"TTTHHTTTHH",7,"TTHHTHHHHH",40,70,0.833333333333333
"5fbab93e8f01f4afe6a9001b","crowd5CG","2",0,"176","2",21,"United States",0,35,0.39,3,"TTHHTTTTTH",2,"HTTTTTTTTH",30,20,0
"5fbab93e8f01f4afe6a9001b","crowd5CG","2",0,"176","2",21,"United States",0,40,0.37,3,"HTTTTTTTHH",3,"TTTTTTTHHH",30,30,NA
"5fbab93e8f01f4afe6a9001b","crowd5CG","2",0,"176","2",21,"United States",0,72,0.64,5,"THHHTHTTTH",8,"HHTHHHHHHT",50,80,0.733333333333333
"5fbb5a621adcc2c5dee4ccef","crowd30CG","3",1,"254","1",21,"United States",1,50,0.64,5,"THHHTHTTTH",5,"THHTTTHHHT",50,50,NA
"5fbb5a621adcc2c5dee4ccef","crowd30CG","3",1,"254","1",21,"United States",1,60,0.68,8,"HTHTHHHHHH",4,"HTTHTTTHHT",80,40,0.5
"5fbb5a621adcc2c5dee4ccef","crowd30CG","3",1,"254","1",21,"United States",1,35,0.39,3,"TTHHTTTTTH",4,"THHTTHHTTT",30,40,0.5
"5fbb5a621adcc2c5dee4ccef","crowd30CG","3",1,"254","1",21,"United States",1,55,0.74,7,"HHTTHHHTHH",4,"THTTHHTTTH",70,40,0.5
"5fbb5a621adcc2c5dee4ccef","crowd30CG","3",1,"254","1",21,"United States",1,40,0.56,4,"TTTHHTTTHH",4,"THHTHTTTTH",40,40,NA
"5fbb5a621adcc2c5dee4ccef","crowd30CG","3",1,"254","1",21,"United States",1,60,0.69,5,"THTHHTHTTH",7,"THHTHHTHHH",50,70,0.5
"5fbb5a621adcc2c5dee4ccef","crowd30CG","3",1,"254","1",21,"United States",1,60,0.72,6,"TTHTHTHHHH",6,"HTTHTHTHHH",60,60,NA
"5fbb5a621adcc2c5dee4ccef","crowd30CG","3",1,"254","1",21,"United States",1,75,0.46,9,"THHHHHHHHH",6,"HHHHTHTTTH",90,60,0.5
"5fbb5a621adcc2c5dee4ccef","crowd30CG","3",1,"254","1",21,"United States",1,30,0.37,3,"HTTTTTTTHH",3,"THTHTTTHTT",30,30,NA
"5fbb5a621adcc2c5dee4ccef","crowd30CG","3",1,"254","1",21,"United States",1,60,0.48,8,"HHHTHHTHHH",4,"HHTHTHTTTT",80,40,0.5
"5fbb60c4fe5aefc7a588058c","crowd10CG","3",1,"261","2",20,"United States",0,72,0.72,8,"HHHHHHTTHH",8,"HHHHHHTTHH",80,80,NA
"5fbb60c4fe5aefc7a588058c","crowd10CG","3",1,"261","2",20,"United States",0,59,0.51,6,"HHTHHTHHTT",5,"THTTHHHTHT",60,50,0.1
"5fbb60c4fe5aefc7a588058c","crowd10CG","3",1,"261","2",20,"United States",0,31,0.33,2,"TTHTTHTTTT",2,"TTTTHTHTTT",20,20,NA
"5fbb60c4fe5aefc7a588058c","crowd10CG","3",1,"261","2",20,"United States",0,45,0.52,3,"HTTTTHTTTH",4,"THHHTTHTTT",30,40,1
"5fbb60c4fe5aefc7a588058c","crowd10CG","3",1,"261","2",20,"United States",0,68,0.58,8,"HTHTHHHHHH",5,"TTHHHHHTTT",80,50,0.4
"5fbb60c4fe5aefc7a588058c","crowd10CG","3",1,"261","2",20,"United States",0,39,0.44,3,"TTTHHTHTTT",3,"TTTTTHTHHT",30,30,NA
"5fbb60c4fe5aefc7a588058c","crowd10CG","3",1,"261","2",20,"United States",0,49,0.4,6,"HHHTHTTHHT",4,"TTTTHTHHTH",60,40,0.55
"5fbb60c4fe5aefc7a588058c","crowd10CG","3",1,"261","2",20,"United States",0,63,0.47,7,"HHHTTHHTHH",6,"THHTHHHHTT",70,60,0.7
"5fbb60c4fe5aefc7a588058c","crowd10CG","3",1,"261","2",20,"United States",0,54,0.43,5,"HTHTHTHTHT",4,"HTHTHTTHTT",50,40,0
"5fbb60c4fe5aefc7a588058c","crowd10CG","3",1,"261","2",20,"United States",0,27,0.32,1,"TTHTTTTTTT",4,"THTTHTHTHT",10,40,0.566666666666667
"5fbc2daf4221eb0d036bace8","crowd10CG","3",1,"420","1",23,"United States",1,40,0.43,5,"HTHTHTHTHT",3,"THTHHTTTTT",50,30,0.5
"5fbc2daf4221eb0d036bace8","crowd10CG","3",1,"420","1",23,"United States",1,55,0.47,7,"HHHTTHHTHH",4,"HTHTTHTTTH",70,40,0.5
"5fbc2daf4221eb0d036bace8","crowd10CG","3",1,"420","1",23,"United States",1,45,0.51,6,"HHTHHTHHTT",3,"HTTTTHTTHT",60,30,0.5
"5fbc2daf4221eb0d036bace8","crowd10CG","3",1,"420","1",23,"United States",1,80,0.72,8,"HHHHHHTTHH",8,"TTHHHHHHHH",80,80,NA
"5fbc2daf4221eb0d036bace8","crowd10CG","3",1,"420","1",23,"United States",1,19,0.44,3,"TTTHHTHTTT",1,"TTTTTTTHTT",30,10,0.55
"5fbc2daf4221eb0d036bace8","crowd10CG","3",1,"420","1",23,"United States",1,38,0.52,3,"HTTTTHTTTH",4,"THTTTHTTHH",30,40,0.8
"5fbc2daf4221eb0d036bace8","crowd10CG","3",1,"420","1",23,"United States",1,68,0.4,6,"HHHTHTTHHT",6,"HHHTHHTTTH",60,60,NA
"5fbc2daf4221eb0d036bace8","crowd10CG","3",1,"420","1",23,"United States",1,12,0.33,2,"TTHTTHTTTT",1,"TTTTHTTTTT",20,10,0.8
"5fbc2daf4221eb0d036bace8","crowd10CG","3",1,"420","1",23,"United States",1,10,0.32,1,"TTHTTTTTTT",2,"TTTHTHTTTT",10,20,0
"5fbc2daf4221eb0d036bace8","crowd10CG","3",1,"420","1",23,"United States",1,65,0.58,8,"HTHTHHHHHH",4,"THHHTHTTTT",80,40,0.375
"5fbda18573c8f11e26b3425d","crowd10CG","3",1,"1706","1",21,"United States",0,73,0.6,6,"HHTHTHHTHT",8,"HHHHHHHTTH",60,80,0.65
"5fbda18573c8f11e26b3425d","crowd10CG","3",1,"1706","1",21,"United States",0,20,0.44,5,"HTHHTHTHTT",1,"TTTTTTTTHT",50,10,0.75
"5fbda18573c8f11e26b3425d","crowd10CG","3",1,"1706","1",21,"United States",0,37,0.26,2,"TTTHHTTTTT",3,"HTTTTTTHHT",20,30,1
"5fbda18573c8f11e26b3425d","crowd10CG","3",1,"1706","1",21,"United States",0,49,0.52,6,"HTHTTTHHHH",5,"TTHTTHHHHT",60,50,1
"5fbda18573c8f11e26b3425d","crowd10CG","3",1,"1706","1",21,"United States",0,62,0.68,5,"HTHHTTHTHT",6,"HTHTTHHTHH",50,60,1
"5fbda18573c8f11e26b3425d","crowd10CG","3",1,"1706","1",21,"United States",0,40,0.28,3,"HTTTTTTHTH",2,"TTHTTTTTHT",30,20,0
"5fbda18573c8f11e26b3425d","crowd10CG","3",1,"1706","1",21,"United States",0,60,0.47,5,"THTHTHHTTH",6,"HTHHHTTTHH",50,60,1
"5fbda18573c8f11e26b3425d","crowd10CG","3",1,"1706","1",21,"United States",0,51,0.52,7,"HHTHHHHTTH",4,"TTHHTHTHTT",70,40,0.633333333333333
"5fbda18573c8f11e26b3425d","crowd10CG","3",1,"1706","1",21,"United States",0,48,0.47,5,"HHTTTHTHHT",4,"HTTHTTHTHT",50,40,0.2
"5fbda18573c8f11e26b3425d","crowd10CG","3",1,"1706","1",21,"United States",0,34,0.47,4,"TTHTHHTHTT",2,"TTTTTHTTHT",40,20,0.3
"5fbddc4cf2345e000a9e867c","crowd5CG","3",1,"267","2",27,"United States",0,18,0.39,3,"TTHHTTTTTH",2,"THTTTTTTTH",30,20,1
"5fbddc4cf2345e000a9e867c","crowd5CG","3",1,"267","2",27,"United States",0,55,0.37,3,"HTTTTTTTHH",6,"HTHTTHHHTH",30,60,0.833333333333333
"5fbddc4cf2345e000a9e867c","crowd5CG","3",1,"267","2",27,"United States",0,37,0.72,6,"TTHTHTHHHH",10,"HHHHHHHHHH",60,100,0
"5fbddc4cf2345e000a9e867c","crowd5CG","3",1,"267","2",27,"United States",0,55,0.69,5,"THTHHTHTTH",5,"HTHHTHHTTT",50,50,NA
"5fbddc4cf2345e000a9e867c","crowd5CG","3",1,"267","2",27,"United States",0,55,0.64,5,"THHHTHTTTH",5,"HHHTTTHHTT",50,50,NA
"5fbddc4cf2345e000a9e867c","crowd5CG","3",1,"267","2",27,"United States",0,77,0.74,7,"HHTTHHHTHH",6,"HHTTHTHTHH",70,60,0
"5fbddc4cf2345e000a9e867c","crowd5CG","3",1,"267","2",27,"United States",0,80,0.68,8,"HTHTHHHHHH",8,"HHTTHHHHHH",80,80,NA
"5fbddc4cf2345e000a9e867c","crowd5CG","3",1,"267","2",27,"United States",0,60,0.56,4,"TTTHHTTTHH",4,"HHTTHTTTHT",40,40,NA
"5fbddc4cf2345e000a9e867c","crowd5CG","3",1,"267","2",27,"United States",0,75,0.46,9,"THHHHHHHHH",5,"HTHTHHHTTT",90,50,0.375
"5fbddc4cf2345e000a9e867c","crowd5CG","3",1,"267","2",27,"United States",0,60,0.48,8,"HHHTHHTHHH",4,"HHHTTTTTTH",80,40,0.5
"5fbdeff4c07497273f7e0544","crowd5CG","3",1,"285","1",18,"United States",0,20,0.44,3,"TTTHHTHTTT",1,"TTTTTTTHTT",30,10,0.5
"5fbdeff4c07497273f7e0544","crowd5CG","3",1,"285","1",18,"United States",0,60,0.58,8,"HTHTHHHHHH",4,"THHHTHTTTT",80,40,0.5
"5fbdeff4c07497273f7e0544","crowd5CG","3",1,"285","1",18,"United States",0,70,0.4,6,"HHHTHTTHHT",6,"HHHTHHTTTH",60,60,NA
"5fbdeff4c07497273f7e0544","crowd5CG","3",1,"285","1",18,"United States",0,75,0.72,8,"HHHHHHTTHH",8,"TTHHHHHHHH",80,80,NA
"5fbdeff4c07497273f7e0544","crowd5CG","3",1,"285","1",18,"United States",0,30,0.33,2,"TTHTTHTTTT",1,"TTTTHTTTTT",20,10,0
"5fbdeff4c07497273f7e0544","crowd5CG","3",1,"285","1",18,"United States",0,60,0.47,7,"HHHTTHHTHH",4,"HTHTTHTTTH",70,40,0.333333333333333
"5fbdeff4c07497273f7e0544","crowd5CG","3",1,"285","1",18,"United States",0,20,0.32,1,"TTHTTTTTTT",2,"TTTHTHTTTT",10,20,1
"5fbdeff4c07497273f7e0544","crowd5CG","3",1,"285","1",18,"United States",0,50,0.51,6,"HHTHHTHHTT",3,"HTTTTHTTHT",60,30,0.333333333333333
"5fbdeff4c07497273f7e0544","crowd5CG","3",1,"285","1",18,"United States",0,50,0.43,5,"HTHTHTHTHT",3,"THTHHTTTTT",50,30,0
"5fbdeff4c07497273f7e0544","crowd5CG","3",1,"285","1",18,"United States",0,30,0.52,3,"HTTTTHTTTH",4,"THTTTHTTHH",30,40,0
"5fbf4b660446cf1e158aeb54","crowd30CG","3",1,"178","1",31,"United States",0,73,0.72,6,"TTHTHTHHHH",7,"HTHTHTHHHH",60,70,1
"5fbf4b660446cf1e158aeb54","crowd30CG","3",1,"178","1",31,"United States",0,83,0.56,4,"TTTHHTTTHH",7,"HTHHTHTHHH",40,70,1
"5fbf4b660446cf1e158aeb54","crowd30CG","3",1,"178","1",31,"United States",0,58,0.48,8,"HHHTHHTHHH",6,"HHHTTHHTHT",80,60,1
"5fbf4b660446cf1e158aeb54","crowd30CG","3",1,"178","1",31,"United States",0,50,0.69,5,"THTHHTHTTH",5,"HTHTHHTTHT",50,50,NA
"5fbf4b660446cf1e158aeb54","crowd30CG","3",1,"178","1",31,"United States",0,3,0.39,3,"TTHHTTTTTH",1,"TTTHTTTTTT",30,10,1
"5fbf4b660446cf1e158aeb54","crowd30CG","3",1,"178","1",31,"United States",0,77,0.64,5,"THHHTHTTTH",7,"HTHHHTHHHT",50,70,1
"5fbf4b660446cf1e158aeb54","crowd30CG","3",1,"178","1",31,"United States",0,24,0.46,9,"THHHHHHHHH",3,"THHTTTTHTT",90,30,1
"5fbf4b660446cf1e158aeb54","crowd30CG","3",1,"178","1",31,"United States",0,30,0.37,3,"HTTTTTTTHH",3,"TTTTHTHHTT",30,30,NA
"5fbf4b660446cf1e158aeb54","crowd30CG","3",1,"178","1",31,"United States",0,70,0.68,8,"HTHTHHHHHH",7,"THTTHHHHHH",80,70,1
"5fbf4b660446cf1e158aeb54","crowd30CG","3",1,"178","1",31,"United States",0,83,0.74,7,"HHTTHHHTHH",8,"HTHHHTHHHH",70,80,1
"5fc12ebb5c411202d6271850","crowd5CG","3",1,"282","2",19,"United States",0,60,0.42,4,"TTTHHHTTHT",6,"THTTTHHHHH",40,60,1
"5fc12ebb5c411202d6271850","crowd5CG","3",1,"282","2",19,"United States",0,37,0.39,1,"TTTTHTTTTT",4,"HTTHTHTTTH",10,40,0.9
"5fc12ebb5c411202d6271850","crowd5CG","3",1,"282","2",19,"United States",0,60,0.61,6,"TTHHHHHHTT",6,"THHTHHTHTH",60,60,NA
"5fc12ebb5c411202d6271850","crowd5CG","3",1,"282","2",19,"United States",0,7,0.32,4,"HHTTHTTHTT",1,"TTHTTTTTTT",40,10,1
"5fc12ebb5c411202d6271850","crowd5CG","3",1,"282","2",19,"United States",0,90,0.46,3,"TTTTHTTHTH",9,"HHHHHHHHTH",30,90,1
"5fc12ebb5c411202d6271850","crowd5CG","3",1,"282","2",19,"United States",0,20,0.32,5,"THHTHTTTHH",3,"HTTTTTHHTT",50,30,1
"5fc12ebb5c411202d6271850","crowd5CG","3",1,"282","2",19,"United States",0,40,0.61,4,"THTHTTHTHT",4,"HHHTTTHTTT",40,40,NA
"5fc12ebb5c411202d6271850","crowd5CG","3",1,"282","2",19,"United States",0,20,0.26,1,"TTTTTTTTTH",2,"TTTTHTTHTT",10,20,1
"5fc12ebb5c411202d6271850","crowd5CG","3",1,"282","2",19,"United States",0,50,0.53,6,"THHHHTHTTH",5,"HHHTTTHTHT",60,50,1
"5fc12ebb5c411202d6271850","crowd5CG","3",1,"282","2",19,"United States",0,57,0.62,5,"THTHTTHTHH",6,"TTTHHHHTHH",50,60,0.7
"5fc167457b9f5d1de62fce98","crowd10CG","3",1,"201","2",21,"United States",0,90,0.72,6,"TTHTHTHHHH",8,"HHHTHHHHHT",60,80,1
"5fc167457b9f5d1de62fce98","crowd10CG","3",1,"201","2",21,"United States",0,70,0.69,5,"THTHHTHTTH",6,"HTTHHTHHHT",50,60,1
"5fc167457b9f5d1de62fce98","crowd10CG","3",1,"201","2",21,"United States",0,60,0.48,8,"HHHTHHTHHH",7,"THHHHTHHHT",80,70,1
"5fc167457b9f5d1de62fce98","crowd10CG","3",1,"201","2",21,"United States",0,30,0.39,3,"TTHHTTTTTH",3,"HTTTTTHHTT",30,30,NA
"5fc167457b9f5d1de62fce98","crowd10CG","3",1,"201","2",21,"United States",0,70,0.74,7,"HHTTHHHTHH",7,"THHHHTHTHH",70,70,NA
"5fc167457b9f5d1de62fce98","crowd10CG","3",1,"201","2",21,"United States",0,60,0.64,5,"THHHTHTTTH",6,"HTTTTHHHHH",50,60,1
"5fc167457b9f5d1de62fce98","crowd10CG","3",1,"201","2",21,"United States",0,80,0.37,3,"HTTTTTTTHH",4,"HTTHHTTTTH",30,40,1
"5fc167457b9f5d1de62fce98","crowd10CG","3",1,"201","2",21,"United States",0,70,0.68,8,"HTHTHHHHHH",7,"HTHHTHHTHH",80,70,1
"5fc167457b9f5d1de62fce98","crowd10CG","3",1,"201","2",21,"United States",0,100,0.56,4,"TTTHHTTTHH",8,"THHHHHHHHT",40,80,1
"5fc167457b9f5d1de62fce98","crowd10CG","3",1,"201","2",21,"United States",0,0,0.46,9,"THHHHHHHHH",6,"THHHHTTTHH",90,60,1
"5fc172a738a7aa2009df3f3f","crowd5CG","3",1,"251","3",26,"United States",0,50,0.47,4,"TTHTHHTHTT",7,"HHHHHHHTTT",40,70,0.333333333333333
"5fc172a738a7aa2009df3f3f","crowd5CG","3",1,"251","3",26,"United States",0,50,0.6,6,"HHTHTHHTHT",9,"HHTHHHHHHH",60,90,0
"5fc172a738a7aa2009df3f3f","crowd5CG","3",1,"251","3",26,"United States",0,50,0.52,7,"HHTHHHHTTH",5,"HTHTHHHTTT",70,50,1
"5fc172a738a7aa2009df3f3f","crowd5CG","3",1,"251","3",26,"United States",0,30,0.28,3,"HTTTTTTHTH",2,"TTTTHTTTHT",30,20,0
"5fc172a738a7aa2009df3f3f","crowd5CG","3",1,"251","3",26,"United States",0,50,0.52,6,"HTHTTTHHHH",2,"TTTTTTTHHT",60,20,0.25
"5fc172a738a7aa2009df3f3f","crowd5CG","3",1,"251","3",26,"United States",0,50,0.44,5,"HTHHTHTHTT",6,"THHTTTHHHH",50,60,0
"5fc172a738a7aa2009df3f3f","crowd5CG","3",1,"251","3",26,"United States",0,50,0.68,5,"HTHHTTHTHT",5,"TTHTTHHHTH",50,50,NA
"5fc172a738a7aa2009df3f3f","crowd5CG","3",1,"251","3",26,"United States",0,50,0.47,5,"HHTTTHTHHT",4,"HTHTHTTHTT",50,40,0
"5fc172a738a7aa2009df3f3f","crowd5CG","3",1,"251","3",26,"United States",0,50,0.47,5,"THTHTHHTTH",4,"THTTHTTHHT",50,40,0
"5fc172a738a7aa2009df3f3f","crowd5CG","3",1,"251","3",26,"United States",0,30,0.26,2,"TTTHHTTTTT",2,"TTHTTHTTTT",20,20,NA
"5fc190f52001ea183d5a977a","crowd5CG","3",1,"184","1",20,"United States",1,48,0.52,6,"HTHTTTHHHH",4,"HTTHTTHTHT",60,40,0.6
"5fc190f52001ea183d5a977a","crowd5CG","3",1,"184","1",20,"United States",1,45,0.47,4,"TTHTHHTHTT",5,"HTTTHTHHHT",40,50,0.5
"5fc190f52001ea183d5a977a","crowd5CG","3",1,"184","1",20,"United States",1,59,0.52,7,"HHTHHHHTTH",3,"THHHTTTTTT",70,30,0.275
"5fc190f52001ea183d5a977a","crowd5CG","3",1,"184","1",20,"United States",1,39,0.47,5,"THTHTHHTTH",3,"TTHHTTTTHT",50,30,0.55
"5fc190f52001ea183d5a977a","crowd5CG","3",1,"184","1",20,"United States",1,70,0.6,6,"HHTHTHHTHT",5,"HTHHTTHTTH",60,50,0
"5fc190f52001ea183d5a977a","crowd5CG","3",1,"184","1",20,"United States",1,54,0.47,5,"HHTTTHTHHT",4,"HTTHHTTTTH",50,40,0
"5fc190f52001ea183d5a977a","crowd5CG","3",1,"184","1",20,"United States",1,67,0.68,5,"HTHHTTHTHT",8,"THHHHHTHHH",50,80,0.566666666666667
"5fc190f52001ea183d5a977a","crowd5CG","3",1,"184","1",20,"United States",1,40,0.28,3,"HTTTTTTHTH",4,"HTHTTTTHTH",30,40,1
"5fc190f52001ea183d5a977a","crowd5CG","3",1,"184","1",20,"United States",1,37,0.26,2,"TTTHHTTTTT",2,"TTHTTTHTTT",20,20,NA
